0,1,2
"<p>Join us on Zoom for a virtual discussion with 2nd Story exhibiting artist Israel Campos, in conversation with a distinguished slate of panelists, including Dr. Martina Ayala, Professor Emeritus Jim Escalante, and Dr. Jennifer Gonzales. </p><p><br></p><p>This discussion will center around the historical legacies and present-day cultural concerns embedded within Israel Campos’ work. Specifically, the program will dive into the ways in which the artist merges ancient Mesoamerican glyphs and contemporary Chicano/a body styling; his thoughts about representation, particularly in regards to gender and queerness; how spatial contexts determine his material choices and narrative strategies; and the disproportional impact of climate change on Latinx communities, among other topics.</p><p><br></p><p class=""ql-align-center""><strong>Monday, June 3 | 5:00 to 6:00 PM</strong></p><p class=""ql-align-center""><a href=""https://zoom.us/j/95909160166"" rel=""noopener noreferrer"" target=""_blank"" style=""color: rgb(0, 0, 0);""><strong>Click to join</strong></a><strong>: </strong><a href=""https://zoom.us/j/95909160166"" rel=""noopener noreferrer"" target=""_blank"" style=""color: rgb(0, 0, 0);""><strong>https://zoom.us/j/95909160166</strong></a> </p><p><br></p><p>---</p><p><br></p><p><strong>PANELIST BIOS</strong></p><p><a href=""https://www.martinalalatina.com/"" rel=""noopener noreferrer"" target=""_blank"">Dr.Martina Ayala</a> is currently the Executive Director for the <a href=""https://missionculturalcenter.org/"" rel=""noopener noreferrer"" target=""_blank"">Mission Cultural Center for Latino Arts</a>.&nbsp;She is a curator, educator, filmmaker, and visionary leader. For over 35 years, she has curated art exhibits, produced concerts and cultural events, and led innovative programs, schools, and organizations serving inter-generational multicultural communities.&nbsp;</p><p>As a scholar and activist with a Doctorate in International and Multicultural Education from the University of San Francisco, her life’s work has focused on Chicano cinema, community, literacy, and spirituality. She is currently committed to preserving, developing, and promoting Latin American and Chicano(a) art history, specifically protecting the print poster archives created by Latinx artists at Mission Cultural Center for Latino Arts (MCCLA) over the past 46 years. As a transformative leader and coach, she supports folks seeking to understand their purpose and truth.</p><p><br></p><p><a href=""https://%20https//www.israelcampos.art"" rel=""noopener noreferrer"" target=""_blank"">Israel Campos</a> is an interdisciplinary, queer, L.A.-based artist that works with paintings, print media, digital media, and artist books. His work embraces the art tradition from Mesoamerica to explore how historical events are interconnected and reverberate into the present.</p><p>Israel graduated with a bachelors from the University of California Santa Cruz in 2011 and acquired an MFA from the University of Wisconsin‐Madison in 2015. His work is in the permanent collections of the Kohler Art Library, the UCSC Digital Art Research Center, the Zuckerman Museum of Art, and the Oregon College of Art and Craft. He has exhibited in venues across the country, including the ArtHelix Gallery in New York City, the Ronna and Eric Hoffman Gallery of Contemporary Art in Portland and is an active member of the Vox Pop printmaking artist collective and the California Society of Printmakers. He also runs and operates Chayote Press.</p><p><br></p><p><a href=""http://jimescalante.com/"" rel=""noopener noreferrer"" target=""_blank"">Jim Escalante</a> is an artist and professor emeritus from the University of Wisconsin-Madison, where he taught graphic design, artists books and photography for 30 years. In addition to teaching, he served as Department Chair of the Department of Art, as well as the Director of Chicano/a Studies in the early 1990s and finally as an Associate Dean for Faculty.&nbsp;</p><p>He earned a Bachelor of Fine Arts degree in Photography from North Texas State University and a Master of Fine Arts with a focus in Typography and Photography from the University of Wisconsin – Madison. He established Iguana Press, a fine press, in 1978 which is dedicated to making books that combine letterpress printing with hand papermaking and traditional book binding. The ability to collaborate with artists and writers has been central to his creative work in design, book printing and photography.</p><p><br></p><p class=""ql-align-justify""><a href=""https://havc.ucsc.edu/faculty/jennifer-gonz%C3%A1lez"" rel=""noopener noreferrer"" target=""_blank"">Dr. Jennifer A. González</a> is Professor of History of Art and Visual Culture at the University of California, Santa Cruz, and a faculty member in the Whitney Museum Independent Study Program, New York. Her research engages theoretical discourses of feminism, diaspora, and decoloniality in contemporary art.</p><p>She has articles in numerous scholarly journals such as, Camera Obscura, Art Journal, and Aztlán and has published several books, including, Subject to Display: Reframing Race in Contemporary Installation Art and Chicano and Chicana Art: A Critical Anthology which was included in the top art books of the decade in 2020 by ArtNews magazine.</p>","{gallery,talk}","[""gallery"",""talk"",""visual-arts"",""chicano-art"",""mesoamerican-art"",""queer-art"",""representation"",""climate-change"",""latinx-culture""]"
"<p>Featuring:</p><ul><li>Tim Mars</li><li>Roy Haber</li><li>Rich Ragains</li><li>Madison Pohl</li></ul><p><strong><em>TICKETS ARE NON-REFUNDABLE - ALL SALES ARE FINAL</em></strong></p><p>Doors open 30 minutes prior to the show</p><p>All shows are 18 and up with ID</p><p>One Drink Minimum, Must be 21 with valid ID to purchase alcohol.</p>",{comedy},"[""comedy"",""music"",""festival""]"
<p>Doors at 7pm</p><p>Music at 9pm</p>,"{music,holiday}","[""music""]"
"<p>Live bands, food trucks, casino, wine tasting, beer garden, raffle items, kids' games with prizes, bouncy houses, Kona ice, and more!</p>",{festival},"[""festival"",""music"",""food"",""family-friendly""]"
"<p>Whether we're your first or last stop during Art Hop, we've got just what you need to enhance your evening, with our infused cocktails (or mocktails), 16 featured artists, live music &amp; FREE parking!</p>",{music},"[""art-gallery"",""music"",""cocktails"",""festival""]"
"<p>See website for COVID requirements, if any</p><p>(Beginner lesson 7:30-8:00 PM)</p><p>Information: 859-552-5433 or website</p><p>Lexington Traditional Dance Association</p>",{dance},"[""dance"",""music"",""beginner-lesson"",""traditional"",""festival""]"
<p>w/ Carriers</p><p><em>OUTDOOR SHOW</em></p><p>All ages</p><p>Doors 6:30 PM</p>,{music},"[""music"",""outdoor-show"",""all-ages""]"
"<p>Brian Bates is a Nashville based comedian who tours the country performing at comedy clubs, theaters, corporate events, and churches. You may have seen his Dry Bar Comedy specials or heard him as a guest on The Grand Ole Opry.</p><p>He can also be heard regularly on LaughUSA on SiriusXM radio. When not on the road, Brian joins fellow comedians Nate Bargatze, Aaron Weber and Dusty Slay as one of the hosts of the <em>NateLand Podcast</em>, which is heard by thousands of listeners each week.</p><p><strong><em>TICKETS ARE NON-REFUNDABLE - ALL SALES ARE FINAL</em></strong></p><p>Doors open 30 minutes prior to the show</p><p>All shows are 18 and up with ID</p><p>One Drink Minimum, Must be 21 with valid ID to purchase alcohol.</p>",{comedy},"[""comedy"",""talk"",""music"",""festival""]"
"<p>Tap your toes and sing along in this splashy adaptation of the world's most celebrated movie musical!</p><p><em>Singin' in the Rain, JR.</em> has all the makings of a Tinseltown tabloid headline — the starlet, the leading man and a love affair that could change lives and make or break careers! In silent movies, Don Lockwood and Lina Lamont are a hot item, but behind the scenes, things aren't always as they appear on the big screen! Meanwhile, Lina's squeaky voice might be the end of her career in ""talking pictures"" without the help of a talented young actress to do the talking and singing for her.</p><p><em>Singin' in the Rain JR</em> is performed by a talented cast of young performers, making this a show you won't want to miss! </p><p>This show is directed by Ellie Miller and music directed by Steve Crosby.</p>","{theater,music}","[""musical"",""theater"",""comedy""]"
<p>w/ Boa Boys &amp; Madelyn Baier</p><p>Indoor show</p><p>All ages</p><p>Doors 7:00 PM | Show 8:00 PM</p>,{music},"[""music"",""indoor"",""all-ages""]"
"<p>Spotlight Acting School proudly presents its rendition of <em>Elf the Musical JR.</em>, a heartwarming and delightful production performed by talented students aged 9-14. Under the expert direction of Sarah Jeck, Jazzlyn Threlkeld, and Kelly Fischer, the young actors bring to life the enchanting tale of Buddy the Elf and his adventures in New York City. The dedication and passion of the cast and crew promise an unforgettable theatrical experience for audiences of all ages.</p>","{theater,music}","[""theater"",""musical"",""youth"",""holiday""]"
<p>w/ Mama Said String Band</p><p>Indoor show</p><p>All ages</p><p>Doors 7:00 PM | Show 8:00 PM</p>,{music},"[""music"",""indoor"",""all-ages""]"
"<p>UK School of Music Piano Studio Presents: Piano Ensemble Concert in Collaboration with the Department of Classical &amp; Modern Languages an ""Evening of Poetry and Music.""</p>",{music},"[""music"",""piano"",""classical"",""literary-arts"",""poetry"",""concert""]"
"<p>For nearly four decades, <a href=""https://www.stilljournal.net/jack-wright-interview.php"" rel=""noopener noreferrer"" target=""_blank"">Jack</a> has contributed to the story of Appalachia through his varied media contributions as a documentarian, oral historian, teacher, actor, musician, and archivist, among other things.</p><p><em>Part of the Appalachia in the Bluegrass Series</em></p>",{music},"[""music"",""talk"",""literary-arts"",""film"",""festival""]"
<p>18 and up </p><p>Doors 7:00PM Show 8:00PM</p><p><br></p>,{music},"[""music"",""18-and-up""]"
"<p>By Kate Hamill,&nbsp;adapted from the novel by Louisa May Alcott</p><p>""You can be lonely in a crowd, if it's not the right crowd,"" says Jo in this sparkling stage version of Louisa May Alcott's beloved novel about the March sisters. Playwright Kate Hamill (<em>The Wall Street Journal</em> 2021 Playwright of the Year) honors the spirit of Alcott's original story while freshly interpreting it for a new era. This adaptation will have audiences falling in love with Jo, Meg, Beth, and Amy all over again as they grow from young girls to little women.</p><p><em>LITTLE WOMEN was commissioned and originally produced by the Jungle Theater&nbsp;</em></p><p><em>(Sarah Rasmussen, Artistic Director), Minneapolis, MN; New York City premiere at Primary Stages (Andrew Leynse, Artistic Director; Shane Dr. Hudson, Executive Director; Casey Childs, Founder), June 2019; Developed at the Colorado New Play Festival, Steamboat Springs, June 2018.</em></p>",{theater},"[""theater"",""literary-arts"",""adaptation"",""family"",""coming-of-age""]"
"<p><span style=""color: rgb(5, 5, 5);"">String Band Sunday is hosted by Riley Logan featuring a rotating cast of local musicians! Every Sunday! Free!</span></p>","{music,Live music}","[""music"",""festival"",""free""]"
"<p>Chris Kattan is best known as one of the longest serving cast members on NBC’s <em>SATURDAY NIGHT LIVE</em>. In the 8 years Chris starred in the landmark late night program, he became best known for his characters ""Mango,"" ""Mr Peepers,"" and one of the ""Butabi Brothers"" opposite Will Ferrell which was such a hit that the sketch was adapted into the 1998 cult classic, <em>NIGHT AT THE ROXBURY</em>.</p><p>Kattan went on to star in <em>CORKY ROMANO</em> where he plays the black sheep son in a family of mobsters and played the villain in the Malcolm D. Lee film, <em>UNDERCOVER BROTHER</em>, opposite Eddie Griffin. Kattan starred as a series regular in the ABC hit series, <em>THE MIDDLE</em>, and recently had some memorable appearances in the Adam Sandler films <em>HOTEL TRANSYLVANIA</em> and <em>THE RIDICULOUS 6</em>.</p><p><strong><em>TICKETS ARE NON-REFUNDABLE - ALL SALES ARE FINAL</em></strong></p><p>Doors open 30 minutes prior to the show</p><p>All shows are 18 and up with ID</p><p>One Drink Minimum, Must be 21 with valid ID to purchase alcohol.</p>",{comedy},"[""comedy"",""talk"",""film""]"
"<p>Adele Givens has done it all! Adele was crowned winner of the Crown Royal Comedy competition in the city of Chicago on February 3rd 1990. Since that day Adele has realized that she was destined to become comedic royalty. Since then Adele has the rare ability to make you laugh, think, cry, and cringe all at the same time!! Her famous catch line ""I am SUCH a #$%@#% Lady"" has gone viral. Her work is popular and she can be heard on songs by Big Sean, Lil Kim, The Brat! Her bold and on point insights continue to delight and amaze her fans and peers alike. Popularity was swift with Adele winning many other competitions and securing the respect of comedy lovers everywhere. Almost immediately fans proclaimed Adele Givens the Queen of Comedy. The title is well deserved with such credits as Russell Simmons' Def Comedy Jam, The All Stars of Def Comedy Jam. Showtime at the Apollo. <em>The Oprah Winfrey show</em>. <em>HBO Comedy half-hour</em>, <em>Comedy Central Presents</em>, Queen Adele has certainly reigned supreme.</p><p><strong><em>TICKETS ARE NON-REFUNDABLE - ALL SALES ARE FINAL</em></strong></p><p>Doors open 30 minutes prior to the show</p><p>All shows are 18 and up with ID</p><p>One Drink Minimum, Must be 21 with valid ID to purchase alcohol.</p>",{comedy},"[""comedy"",""festival"",""music"",""talk""]"
"<p>The Bradley family's church Christmas Pageant is always the same, year after year – until the Herdmans show up! With ""the worst kids in the world"" taking the lead roles, this year's Pageant will be a total disaster. But it might just be the year when the rambunctious, rag-tag Herdmans help their community see Christmas in a whole new way, and prove that even ""the worst kids in the world"" can change it for the better.</p><p>Ages 6+</p><p><em>Saturday, December 2nd 7pm show is pay-what-you-will</em></p>","{theater,children}","[""theater"",""comedy"",""family"",""Christmas""]"
<p>w/ The Bibelhauser Brothers</p><p>Indoor show</p><p>All ages</p><p>Doors 7:00 PM | Show 8:00 PM</p>,{music},"[""music"",""indoor"",""all-ages""]"
<p>18 and up</p><p>Doors: 7:00PM // Show: 8:00PM</p>,{music},"[""music"",""18-and-up""]"
"<p><span style=""color: rgb(51, 51, 51);"">Join Cagle and Sharon at the Lex Center for Creative Reuse to further build your knitting skills!</span></p><p><span style=""color: rgb(51, 51, 51);"">Together we'll follow a pattern to start knitting a stylish headband. Supplies and instruction will be provided.</span></p><p><span style=""color: rgb(51, 51, 51);"">Students should know how to cast on, knit, and purl confidently before attending this class.</span></p>",{craft},"[""knitting"",""craft"",""class"",""gallery""]"
<p>Indoor show</p><p>21+</p><p>Doors 8:00 PM | Show 8:00 PM</p>,{music},"[""music"",""indoor"",""21+""]"
<p>w/ Restless Leg String Band</p><p>Indoor show</p><p>All ages</p><p>Doors 7:00 PM | Show 8:00 PM</p>,{music},"[""music"",""indoor"",""all-ages""]"
"<p>John Hee Taek Chae: <em>A Dark and Bloody Ground</em></p><p>Opening Reception Friday November 17th, 6-8PM</p><p><br></p><p>We are excited to announce our upcoming exhibition, John Hee Taek Chae: <em>A Dark and Bloody Ground</em>, opening at Institute 193 at 215 North Limestone on November 17th. We hope you can join us for the opening reception on Friday, 6-8PM. </p><p><br></p><p>John Hee Taek Chae's <em>A Dark and Bloody Ground</em> echoes the distant past, blending historic residues to illustrate an imaginary homecoming. He explores our collective of mutating stories, challenging the sense of lack that drives so many to pack up and start over again. Chae's materials echo these cycles: the wooden frames supporting each artwork are recycled from a previous body of work; patchwork canvases are printed with cyanotype, yielding vague and hazy maps and landscapes in rich, fluid blue. Chae merges historic maps, East Asian brush paintings, Western oil paintings, and photos of wooden masks. Mutations abound, and chaos is organized into an uncanny equilibrium. </p>","{gallery,art}","[""gallery"",""art-exhibition"",""opening-reception"",""cyanotype"",""mixed-media"",""history"",""maps"",""masks"",""east-asian"",""western"",""homecoming""]"
"<p>Join Renée and the Lex Center for Creative ReUse for our monthly Needle Felting class. This month we'll be making squirrels!</p><p>Needle Felting is a great craft for creating beautiful, soft, sculptural work, AND for reducing stress. This workshop will include both supplies and instruction. More supplies will be available for purchase at the end of the class.</p><p>This class is suitable for both newbies and experienced crafters!</p>",{craft},"[""crafts"",""needle-felting"",""art"",""workshop"",""gallery""]"
<p>It’s that time of the year again. 7 DANG years!!! Come hang! Ryan Filchak will be playin some choice selects and we’ll have some drink specials goin. See y’all soon ;)</p>,"{music,holiday}","[""music"",""comedy"",""festival""]"
